Student,Courses
539,"['Web Development', 'Deep Learning']"
540,"['AI', 'Big Data', 'Statistics']"
541,"['Python Basics', 'Machine Learning', 'Big Data', 'Deep Learning']"
542,"['Python Basics', 'SQL', 'Statistics', 'Neural Networks']"
543,"['Neural Networks', 'Big Data', 'SQL']"
544,"['Neural Networks', 'Statistics', 'Machine Learning', 'Big Data']"
545,"['AI', 'Statistics', 'Deep Learning', 'Python Basics']"
546,"['Machine Learning', 'Data Science']"
547,"['Data Science', 'AI', 'Web Development']"
548,"['SQL', 'Neural Networks']"
549,"['Web Development', 'Big Data']"
550,"['Neural Networks', 'Machine Learning', 'Web Development']"
551,"['Python Basics', 'Deep Learning', 'Machine Learning']"
552,"['Statistics', 'AI', 'Neural Networks']"
553,"['Deep Learning', 'Python Basics']"
554,"['SQL', 'Statistics', 'AI', 'Web Development']"
555,"['Data Science', 'AI', 'SQL']"
556,"['Web Development', 'Neural Networks']"
557,"['Data Science', 'Neural Networks']"
558,"['SQL', 'Deep Learning']"
559,"['Statistics', 'Data Science', 'AI', 'Big Data']"
560,"['Neural Networks', 'AI', 'Statistics', 'Machine Learning']"
561,"['Statistics', 'Data Science', 'Big Data', 'Web Development']"
562,"['Big Data', 'Web Development', 'Machine Learning']"
563,"['SQL', 'Machine Learning', 'Statistics']"
564,"['Data Science', 'Neural Networks', 'Deep Learning', 'Machine Learning']"
565,"['AI', 'Python Basics', 'Big Data']"
566,"['SQL', 'Deep Learning']"
567,"['Big Data', 'Data Science', 'Neural Networks', 'Deep Learning']"
568,"['Neural Networks', 'Data Science', 'Deep Learning', 'AI']"
569,"['SQL', 'Web Development', 'Neural Networks']"
570,"['Neural Networks', 'Big Data', 'Deep Learning', 'Web Development']"
571,"['Neural Networks', 'Big Data', 'Deep Learning']"
572,"['Statistics', 'Data Science', 'SQL']"
573,"['AI', 'Deep Learning']"
574,"['Statistics', 'Python Basics', 'SQL', 'Big Data']"
575,"['Data Science', 'AI']"
576,"['Big Data', 'Web Development', 'Neural Networks']"
577,"['Statistics', 'Neural Networks', 'AI']"
578,"['Python Basics', 'Web Development']"
579,"['SQL', 'AI', 'Machine Learning']"
580,"['Machine Learning', 'Neural Networks', 'Deep Learning', 'Big Data']"
581,"['AI', 'Deep Learning']"
582,"['AI', 'Deep Learning', 'Data Science', 'Python Basics']"
583,"['AI', 'Neural Networks', 'Deep Learning', 'Big Data']"
584,"['Data Science', 'Neural Networks', 'Statistics', 'Python Basics']"
585,"['Statistics', 'Machine Learning', 'Data Science', 'Web Development']"
586,"['Python Basics', 'Big Data']"
587,"['SQL', 'Statistics', 'Web Development', 'Python Basics']"
588,"['Big Data', 'Neural Networks', 'AI']"
589,"['Deep Learning', 'AI', 'Statistics', 'SQL']"
590,"['Big Data', 'Deep Learning']"
591,"['Big Data', 'Machine Learning']"
592,"['Data Science', 'AI']"
593,"['Python Basics', 'Machine Learning', 'SQL']"
594,"['Data Science', 'Big Data', 'Deep Learning']"
595,"['Deep Learning', 'Web Development', 'Neural Networks', 'SQL']"
596,"['Data Science', 'Neural Networks', 'Web Development']"
597,"['Data Science', 'Web Development', 'Deep Learning', 'Machine Learning']"
598,"['Deep Learning', 'Neural Networks']"
599,"['Big Data', 'Machine Learning']"
600,"['Big Data', 'AI', 'Web Development', 'SQL']"
601,"['Deep Learning', 'Neural Networks', 'Data Science']"
602,"['Deep Learning', 'Statistics', 'Machine Learning', 'Data Science']"
603,"['AI', 'Python Basics', 'Deep Learning', 'Machine Learning']"
604,"['Python Basics', 'Data Science', 'Big Data']"
605,"['Statistics', 'Machine Learning', 'SQL']"
606,"['AI', 'Data Science']"
607,"['Web Development', 'SQL', 'Data Science']"
608,"['Big Data', 'Machine Learning', 'Statistics', 'Data Science']"
609,"['AI', 'Web Development', 'Data Science', 'Python Basics']"
610,"['SQL', 'Data Science']"
611,"['Machine Learning', 'Deep Learning', 'Web Development']"
612,"['Neural Networks', 'Machine Learning', 'Data Science']"
613,"['Data Science', 'SQL']"
614,"['Neural Networks', 'Data Science', 'Big Data', 'Statistics']"
615,"['Neural Networks', 'SQL', 'Deep Learning', 'Statistics']"
616,"['AI', 'Neural Networks', 'Statistics', 'Big Data']"
617,"['SQL', 'Machine Learning']"
618,"['Neural Networks', 'Web Development', 'Machine Learning', 'Deep Learning']"
619,"['Big Data', 'Python Basics']"
620,"['Neural Networks', 'Machine Learning', 'Python Basics']"
621,"['AI', 'Data Science', 'Neural Networks']"
622,"['Statistics', 'Web Development', 'Data Science']"
623,"['Statistics', 'Web Development', 'Big Data', 'SQL']"
624,"['Big Data', 'SQL', 'Machine Learning']"
625,"['Python Basics', 'AI']"
626,"['Python Basics', 'Data Science']"
627,"['Data Science', 'Big Data']"
628,"['Data Science', 'Neural Networks']"
629,"['Data Science', 'Neural Networks', 'Big Data', 'Deep Learning']"
630,"['Python Basics', 'Machine Learning']"
631,"['AI', 'Machine Learning', 'SQL', 'Neural Networks']"
632,"['Deep Learning', 'Machine Learning', 'Big Data']"
633,"['Deep Learning', 'Statistics', 'Big Data', 'Web Development']"
634,"['Machine Learning', 'Statistics', 'SQL', 'Neural Networks']"
635,"['Python Basics', 'Big Data']"
636,"['Big Data', 'AI', 'Web Development', 'Deep Learning']"
637,"['Machine Learning', 'Big Data', 'Neural Networks', 'Web Development']"
638,"['Big Data', 'Machine Learning', 'Data Science', 'Statistics']"
639,"['Machine Learning', 'Data Science', 'Neural Networks']"
640,"['Statistics', 'AI']"
641,"['Big Data', 'Machine Learning', 'SQL']"
642,"['Statistics', 'Big Data', 'AI', 'Web Development']"
643,"['Python Basics', 'Deep Learning', 'Machine Learning', 'AI']"
644,"['Deep Learning', 'Statistics', 'Neural Networks']"
645,"['Deep Learning', 'Statistics', 'Machine Learning', 'Data Science']"
646,"['AI', 'Machine Learning', 'Web Development']"
647,"['Deep Learning', 'Machine Learning', 'Neural Networks']"
648,"['Data Science', 'Web Development', 'Neural Networks']"
649,"['Big Data', 'Data Science', 'Web Development', 'AI']"
650,"['Statistics', 'Data Science', 'AI']"
651,"['Python Basics', 'Neural Networks', 'SQL']"
652,"['SQL', 'Machine Learning', 'Deep Learning']"
653,"['Python Basics', 'Big Data', 'Machine Learning']"
654,"['Neural Networks', 'Python Basics']"
655,"['Big Data', 'Data Science']"
656,"['Big Data', 'AI', 'Machine Learning', 'Data Science']"
657,"['Big Data', 'Deep Learning', 'Machine Learning']"
658,"['Python Basics', 'AI', 'Deep Learning']"
659,"['Data Science', 'Deep Learning', 'Neural Networks', 'Machine Learning']"
660,"['Deep Learning', 'Neural Networks', 'AI']"
661,"['Machine Learning', 'AI', 'Python Basics', 'Data Science']"
662,"['Deep Learning', 'Statistics', 'Big Data']"
663,"['Deep Learning', 'Web Development']"
664,"['Neural Networks', 'Machine Learning', 'Big Data', 'Data Science']"
665,"['Python Basics', 'Machine Learning', 'Neural Networks', 'Deep Learning']"
666,"['Big Data', 'Neural Networks']"
667,"['Web Development', 'SQL', 'Big Data', 'Statistics']"
668,"['Statistics', 'Data Science']"
669,"['SQL', 'AI', 'Data Science']"
670,"['Python Basics', 'Statistics', 'Neural Networks', 'Web Development']"
671,"['Data Science', 'Big Data', 'Python Basics']"
672,"['Statistics', 'Web Development', 'Python Basics']"
673,"['Statistics', 'Machine Learning', 'Data Science']"
674,"['Deep Learning', 'SQL', 'Web Development', 'AI']"
675,"['Neural Networks', 'Data Science']"
676,"['Python Basics', 'Deep Learning']"
677,"['Python Basics', 'Big Data']"
678,"['SQL', 'Statistics']"
679,"['Machine Learning', 'Deep Learning', 'Web Development']"
680,"['Statistics', 'Python Basics']"
681,"['Python Basics', 'AI']"
682,"['Data Science', 'Deep Learning']"
683,"['Big Data', 'Neural Networks', 'Data Science', 'Machine Learning']"
684,"['Big Data', 'Statistics', 'Neural Networks']"
685,"['AI', 'Statistics']"
686,"['Web Development', 'Python Basics']"
687,"['Machine Learning', 'Web Development']"
688,"['Data Science', 'Neural Networks', 'Machine Learning']"
689,"['Python Basics', 'Web Development', 'Neural Networks']"
690,"['Deep Learning', 'SQL', 'Neural Networks', 'AI']"
691,"['Web Development', 'Statistics', 'Data Science']"
692,"['Deep Learning', 'Web Development']"
693,"['AI', 'Machine Learning']"
694,"['Statistics', 'AI', 'SQL']"
695,"['Neural Networks', 'AI', 'SQL']"
696,"['Deep Learning', 'Big Data', 'AI']"
697,"['Machine Learning', 'Neural Networks', 'Big Data']"
698,"['Data Science', 'Big Data', 'Python Basics', 'AI']"
699,"['Machine Learning', 'Data Science', 'Python Basics', 'SQL']"
700,"['Statistics', 'Data Science']"
701,"['Machine Learning', 'SQL']"
702,"['Statistics', 'Data Science', 'Neural Networks', 'SQL']"
703,"['SQL', 'Python Basics', 'Deep Learning']"
704,"['Web Development', 'SQL']"
705,"['Neural Networks', 'Statistics', 'Big Data', 'SQL']"
706,"['Statistics', 'Neural Networks', 'Machine Learning']"
707,"['Statistics', 'Web Development', 'SQL']"
708,"['Data Science', 'Big Data']"
709,"['Big Data', 'Python Basics', 'Machine Learning']"
710,"['Machine Learning', 'Python Basics', 'Statistics', 'AI']"
711,"['SQL', 'Machine Learning', 'Data Science']"
712,"['Data Science', 'Machine Learning']"
713,"['Neural Networks', 'Statistics']"
714,"['SQL', 'Neural Networks', 'Statistics', 'Data Science']"
715,"['Data Science', 'AI', 'Python Basics']"
716,"['Python Basics', 'Web Development']"
717,"['Neural Networks', 'SQL', 'Data Science']"
718,"['Data Science', 'Statistics', 'Machine Learning', 'Python Basics']"
719,"['Neural Networks', 'SQL']"
720,"['Big Data', 'Neural Networks']"
721,"['Neural Networks', 'AI', 'Web Development', 'Statistics']"
722,"['Big Data', 'Neural Networks', 'Deep Learning']"
723,"['Deep Learning', 'Data Science', 'Statistics', 'Neural Networks']"
724,"['Deep Learning', 'Machine Learning', 'Neural Networks']"
725,"['AI', 'Deep Learning', 'Statistics', 'Web Development']"
726,"['Big Data', 'Neural Networks']"
727,"['SQL', 'Python Basics', 'Web Development']"
728,"['SQL', 'Python Basics', 'Statistics', 'Web Development']"
729,"['AI', 'SQL']"
730,"['Deep Learning', 'AI']"
731,"['Big Data', 'Neural Networks']"
732,"['Web Development', 'Statistics']"
733,"['Web Development', 'Deep Learning', 'Neural Networks', 'Data Science']"
734,"['Machine Learning', 'AI', 'Neural Networks']"
735,"['Neural Networks', 'Web Development', 'Deep Learning']"
736,"['Deep Learning', 'Web Development', 'SQL', 'Data Science']"
737,"['Statistics', 'Deep Learning']"
738,"['Deep Learning', 'Neural Networks']"
739,"['Web Development', 'Machine Learning', 'AI', 'Statistics']"
740,"['SQL', 'AI', 'Python Basics', 'Deep Learning']"
741,"['Big Data', 'SQL']"
742,"['Python Basics', 'Statistics']"
743,"['SQL', 'Neural Networks', 'Machine Learning', 'Deep Learning']"
744,"['Statistics', 'SQL']"
745,"['Data Science', 'SQL', 'Python Basics']"
746,"['Web Development', 'Python Basics', 'Statistics']"
747,"['SQL', 'AI', 'Statistics', 'Machine Learning']"
748,"['AI', 'Python Basics', 'SQL', 'Machine Learning']"
749,"['Big Data', 'Python Basics', 'Web Development', 'Neural Networks']"
750,"['Data Science', 'Machine Learning']"
751,"['Deep Learning', 'SQL']"
752,"['Neural Networks', 'Data Science', 'SQL']"
753,"['AI', 'Machine Learning', 'Big Data', 'Deep Learning']"
754,"['Deep Learning', 'Neural Networks']"
755,"['Python Basics', 'Big Data']"
756,"['Python Basics', 'Machine Learning', 'Statistics']"
757,"['Neural Networks', 'Machine Learning']"
758,"['Machine Learning', 'Web Development', 'Big Data', 'Deep Learning']"
759,"['Deep Learning', 'SQL']"
760,"['AI', 'Machine Learning', 'Web Development']"
761,"['Machine Learning', 'Data Science', 'AI']"
762,"['Data Science', 'AI', 'Deep Learning']"
763,"['Deep Learning', 'AI']"
764,"['Python Basics', 'Web Development', 'Neural Networks', 'AI']"
765,"['Web Development', 'Data Science', 'Deep Learning', 'Big Data']"
766,"['Data Science', 'Web Development', 'SQL']"
767,"['Python Basics', 'SQL', 'Web Development', 'Statistics']"
768,"['AI', 'SQL']"
769,"['Python Basics', 'Neural Networks', 'Big Data']"
770,"['Data Science', 'Web Development', 'Python Basics']"
771,"['Data Science', 'Machine Learning', 'Statistics', 'Python Basics']"
772,"['Statistics', 'AI', 'Neural Networks', 'Python Basics']"
773,"['Neural Networks', 'Web Development', 'AI']"
774,"['SQL', 'AI', 'Data Science']"
775,"['Neural Networks', 'Big Data', 'Deep Learning']"
776,"['Python Basics', 'Neural Networks', 'Data Science']"
777,"['AI', 'Statistics', 'SQL']"
778,"['Data Science', 'SQL']"
779,"['Machine Learning', 'Statistics', 'AI']"
780,"['SQL', 'Python Basics']"
781,"['AI', 'Deep Learning', 'Python Basics']"
782,"['Python Basics', 'Big Data', 'SQL', 'AI']"
783,"['Web Development', 'Machine Learning']"
784,"['Deep Learning', 'Data Science', 'Web Development']"
785,"['AI', 'Data Science', 'Machine Learning', 'SQL']"
786,"['Big Data', 'Python Basics']"
787,"['Machine Learning', 'Web Development']"
788,"['Statistics', 'Deep Learning']"
789,"['Machine Learning', 'Neural Networks', 'AI']"
790,"['Machine Learning', 'Python Basics', 'SQL']"
791,"['Deep Learning', 'Python Basics', 'Statistics', 'Web Development']"
792,"['Data Science', 'Python Basics']"
793,"['Statistics', 'Deep Learning', 'AI', 'SQL']"
794,"['Data Science', 'SQL', 'Machine Learning', 'Web Development']"
795,"['Neural Networks', 'Deep Learning', 'Python Basics']"
796,"['Big Data', 'Python Basics', 'Machine Learning', 'Data Science']"
797,"['Neural Networks', 'Statistics', 'Big Data']"
798,"['Web Development', 'AI', 'SQL']"
799,"['Machine Learning', 'SQL', 'AI', 'Data Science']"
800,"['Neural Networks', 'Web Development', 'AI']"
801,"['Machine Learning', 'SQL', 'Neural Networks']"
802,"['Deep Learning', 'Web Development']"
803,"['Big Data', 'Machine Learning', 'Deep Learning']"
804,"['Deep Learning', 'Big Data', 'SQL', 'Web Development']"
805,"['SQL', 'Machine Learning', 'Big Data']"
806,"['Neural Networks', 'SQL', 'Data Science', 'Web Development']"
807,"['Neural Networks', 'Deep Learning', 'Machine Learning']"
808,"['Web Development', 'Python Basics', 'AI', 'Statistics']"
809,"['Web Development', 'Deep Learning', 'Data Science', 'Big Data']"
810,"['SQL', 'Web Development', 'Big Data']"
811,"['Big Data', 'Machine Learning', 'SQL', 'Statistics']"
812,"['Web Development', 'Neural Networks']"
813,"['Data Science', 'Statistics', 'Deep Learning']"
814,"['Machine Learning', 'AI', 'Deep Learning', 'Big Data']"
815,"['Machine Learning', 'AI']"
816,"['Python Basics', 'Deep Learning']"
817,"['Big Data', 'Data Science']"
818,"['AI', 'Statistics', 'Big Data']"
819,"['Statistics', 'AI', 'Data Science']"
820,"['Data Science', 'Big Data', 'Neural Networks']"
821,"['Python Basics', 'Deep Learning']"
822,"['AI', 'Machine Learning', 'Data Science']"
823,"['Neural Networks', 'Web Development']"
824,"['Python Basics', 'Web Development', 'AI']"
825,"['Data Science', 'Big Data', 'SQL']"
826,"['SQL', 'Deep Learning', 'Web Development']"
827,"['SQL', 'AI', 'Data Science', 'Python Basics']"
828,"['Python Basics', 'AI', 'Deep Learning', 'SQL']"
829,"['Web Development', 'Big Data']"
830,"['SQL', 'Deep Learning', 'Big Data']"
831,"['Statistics', 'Deep Learning']"
832,"['Machine Learning', 'SQL']"
833,"['AI', 'Big Data', 'Data Science', 'Web Development']"
834,"['Machine Learning', 'Data Science', 'Big Data']"
835,"['SQL', 'Big Data']"
836,"['Neural Networks', 'Deep Learning']"
837,"['Machine Learning', 'Web Development', 'Big Data']"
838,"['SQL', 'Statistics', 'Python Basics']"
839,"['Web Development', 'AI', 'Machine Learning']"
840,"['Statistics', 'Neural Networks', 'Data Science', 'SQL']"
841,"['Deep Learning', 'SQL', 'Machine Learning']"
842,"['Big Data', 'Python Basics']"
843,"['Data Science', 'AI', 'Machine Learning', 'Python Basics']"
844,"['Web Development', 'Big Data']"
845,"['Web Development', 'Data Science']"
846,"['Deep Learning', 'Web Development']"
847,"['Deep Learning', 'AI', 'Big Data', 'Python Basics']"
848,"['Python Basics', 'Neural Networks', 'Deep Learning', 'Data Science']"
849,"['AI', 'SQL', 'Deep Learning']"
850,"['Statistics', 'AI', 'Web Development']"
851,"['Web Development', 'Neural Networks', 'Python Basics', 'Deep Learning']"
852,"['Statistics', 'Machine Learning']"
853,"['Web Development', 'Python Basics']"
854,"['SQL', 'Big Data', 'Machine Learning']"
855,"['Deep Learning', 'Big Data']"
856,"['Data Science', 'Statistics']"
857,"['AI', 'Machine Learning']"
858,"['SQL', 'AI', 'Big Data']"
859,"['Machine Learning', 'Neural Networks', 'AI', 'Big Data']"
860,"['Web Development', 'Python Basics', 'SQL', 'Data Science']"
861,"['Data Science', 'Machine Learning', 'Python Basics', 'Statistics']"
862,"['AI', 'Neural Networks', 'Web Development', 'Big Data']"
863,"['Neural Networks', 'Statistics', 'Data Science', 'Web Development']"
864,"['Data Science', 'Statistics']"
865,"['Deep Learning', 'SQL', 'Neural Networks', 'Machine Learning']"
866,"['Neural Networks', 'Web Development', 'Big Data']"
867,"['Deep Learning', 'AI', 'Machine Learning']"
868,"['AI', 'Data Science', 'Big Data']"
869,"['Python Basics', 'Data Science']"
870,"['Statistics', 'Machine Learning', 'Web Development']"
871,"['Machine Learning', 'Deep Learning', 'Big Data', 'Neural Networks']"
872,"['Neural Networks', 'Machine Learning', 'Big Data']"
873,"['SQL', 'AI', 'Big Data', 'Neural Networks']"
874,"['Neural Networks', 'Python Basics', 'Statistics']"
875,"['Web Development', 'Deep Learning']"
876,"['AI', 'Data Science', 'Deep Learning']"
877,"['Statistics', 'Big Data', 'Deep Learning', 'Data Science']"
878,"['Big Data', 'Neural Networks']"
879,"['Web Development', 'Data Science']"
880,"['Neural Networks', 'Web Development', 'AI', 'Python Basics']"
881,"['Data Science', 'Big Data']"
882,"['Python Basics', 'Web Development', 'SQL']"
883,"['SQL', 'Machine Learning', 'Python Basics']"
884,"['Machine Learning', 'Statistics', 'Web Development']"
885,"['Machine Learning', 'AI']"
886,"['Web Development', 'Neural Networks']"
887,"['Deep Learning', 'Python Basics', 'Big Data']"
888,"['Web Development', 'Deep Learning']"
889,"['AI', 'Big Data']"
890,"['Big Data', 'SQL', 'Python Basics']"
891,"['Deep Learning', 'Machine Learning']"
892,"['Web Development', 'Deep Learning']"
893,"['Neural Networks', 'Deep Learning', 'Big Data']"
894,"['Big Data', 'SQL', 'Neural Networks']"
895,"['Statistics', 'Deep Learning', 'Machine Learning', 'SQL']"
896,"['Web Development', 'Machine Learning', 'SQL', 'Deep Learning']"
897,"['Data Science', 'AI', 'Web Development']"
898,"['Data Science', 'Statistics', 'Deep Learning']"
899,"['Neural Networks', 'Web Development']"
900,"['SQL', 'Big Data', 'Neural Networks']"
901,"['Neural Networks', 'Deep Learning', 'AI', 'Web Development']"
902,"['Neural Networks', 'Big Data', 'SQL']"
903,"['SQL', 'Neural Networks', 'Web Development']"
904,"['Python Basics', 'Web Development', 'SQL', 'Neural Networks']"
905,"['Neural Networks', 'SQL']"
906,"['SQL', 'Data Science', 'Statistics', 'Machine Learning']"
907,"['Python Basics', 'SQL', 'Web Development', 'AI']"
908,"['Machine Learning', 'Deep Learning', 'Neural Networks', 'Data Science']"
909,"['AI', 'Python Basics', 'Web Development', 'SQL']"
910,"['Statistics', 'Big Data', 'AI']"
911,"['Data Science', 'Machine Learning', 'SQL']"
912,"['Neural Networks', 'Big Data', 'Data Science', 'Web Development']"
913,"['Python Basics', 'Neural Networks', 'Data Science', 'Statistics']"
914,"['Python Basics', 'Big Data']"
915,"['Machine Learning', 'AI', 'Web Development', 'Neural Networks']"
916,"['SQL', 'Big Data', 'Neural Networks', 'Web Development']"
917,"['Neural Networks', 'Deep Learning']"
918,"['Big Data', 'SQL']"
919,"['Statistics', 'Python Basics', 'Big Data']"
920,"['Data Science', 'Web Development', 'Statistics']"
921,"['SQL', 'Data Science']"
922,"['Neural Networks', 'Python Basics', 'Web Development']"
923,"['Python Basics', 'Deep Learning']"
924,"['Statistics', 'Neural Networks', 'Data Science', 'SQL']"
925,"['AI', 'Machine Learning', 'Big Data', 'Deep Learning']"
926,"['Deep Learning', 'Machine Learning']"
927,"['Deep Learning', 'SQL', 'Big Data', 'Machine Learning']"
928,"['AI', 'Deep Learning', 'Big Data']"
929,"['Big Data', 'Data Science', 'AI']"
930,"['Data Science', 'Neural Networks']"
931,"['Data Science', 'Python Basics', 'AI']"
932,"['Neural Networks', 'Data Science', 'Web Development', 'AI']"
933,"['Python Basics', 'Deep Learning', 'Data Science', 'Neural Networks']"
934,"['SQL', 'Statistics']"
935,"['SQL', 'Big Data', 'Web Development']"
936,"['Statistics', 'Machine Learning', 'SQL']"
937,"['AI', 'Neural Networks', 'Machine Learning']"
938,"['AI', 'Machine Learning']"
939,"['SQL', 'Big Data', 'Statistics', 'Neural Networks']"
940,"['Web Development', 'Machine Learning', 'AI', 'Statistics']"
941,"['Machine Learning', 'Statistics', 'Big Data', 'SQL']"
942,"['Neural Networks', 'SQL', 'Data Science']"
943,"['Statistics', 'Big Data', 'Deep Learning', 'Python Basics']"
944,"['Python Basics', 'SQL', 'Big Data']"
945,"['Web Development', 'Statistics']"
946,"['Machine Learning', 'Big Data', 'AI']"
947,"['SQL', 'Data Science', 'Web Development']"
948,"['Machine Learning', 'Data Science']"
949,"['Web Development', 'Big Data', 'Statistics', 'Deep Learning']"
950,"['Neural Networks', 'Data Science']"
951,"['Python Basics', 'Data Science', 'Deep Learning']"
952,"['SQL', 'Data Science', 'Python Basics', 'Statistics']"
953,"['SQL', 'AI', 'Python Basics']"
954,"['Deep Learning', 'Big Data']"
955,"['AI', 'Machine Learning', 'Deep Learning']"
956,"['SQL', 'Deep Learning', 'AI']"
957,"['Data Science', 'Statistics']"
958,"['AI', 'Neural Networks', 'Deep Learning']"
959,"['Statistics', 'Web Development', 'AI', 'Neural Networks']"
960,"['AI', 'Neural Networks']"
961,"['SQL', 'AI', 'Statistics', 'Deep Learning']"
962,"['Data Science', 'Neural Networks', 'Statistics', 'AI']"
963,"['Big Data', 'SQL', 'Statistics']"
964,"['Deep Learning', 'Neural Networks']"
965,"['Neural Networks', 'Statistics']"
966,"['AI', 'Data Science']"
967,"['Python Basics', 'Deep Learning']"
968,"['Data Science', 'SQL', 'Python Basics', 'AI']"
969,"['Python Basics', 'Neural Networks']"
970,"['Machine Learning', 'Python Basics', 'Statistics']"
971,"['Web Development', 'Big Data']"
972,"['AI', 'Data Science', 'Neural Networks']"
973,"['Web Development', 'SQL', 'Machine Learning', 'Big Data']"
974,"['Machine Learning', 'Web Development', 'Big Data', 'AI']"
975,"['SQL', 'AI']"
976,"['Python Basics', 'Machine Learning']"
977,"['Python Basics', 'SQL', 'Machine Learning']"
978,"['Statistics', 'AI', 'Web Development', 'SQL']"
979,"['Neural Networks', 'Deep Learning']"
980,"['Python Basics', 'Machine Learning']"
981,"['Big Data', 'Statistics', 'Web Development']"
982,"['Big Data', 'AI', 'Python Basics', 'Neural Networks']"
983,"['Statistics', 'Python Basics', 'AI']"
984,"['SQL', 'Data Science']"
985,"['Python Basics', 'Web Development', 'Data Science', 'SQL']"
986,"['Web Development', 'Deep Learning']"
987,"['Web Development', 'Statistics', 'AI']"
988,"['Data Science', 'Big Data', 'SQL', 'Neural Networks']"
989,"['Python Basics', 'Deep Learning']"
990,"['Statistics', 'AI', 'Deep Learning', 'Neural Networks']"
991,"['Deep Learning', 'Python Basics', 'AI']"
992,"['Web Development', 'AI', 'SQL']"
993,"['AI', 'Deep Learning', 'Python Basics', 'Data Science']"
994,"['Web Development', 'Python Basics', 'Statistics']"
995,"['Big Data', 'Statistics', 'Data Science', 'Neural Networks']"
996,"['Data Science', 'Statistics', 'Big Data']"
997,"['Web Development', 'Data Science']"
998,"['Statistics', 'Web Development']"
999,"['Machine Learning', 'Neural Networks']"
1000,"['Data Science', 'Neural Networks', 'AI', 'Web Development']"
1001,"['Web Development', 'Statistics']"
1002,"['Deep Learning', 'Big Data']"
1003,"['Machine Learning', 'AI']"
1004,"['Statistics', 'Machine Learning', 'SQL', 'Big Data']"
1005,"['Data Science', 'AI']"
1006,"['Neural Networks', 'AI', 'Big Data']"
1007,"['Machine Learning', 'Neural Networks']"
1008,"['Data Science', 'Python Basics']"
1009,"['Python Basics', 'Big Data', 'Web Development', 'Machine Learning']"
1010,"['Deep Learning', 'Python Basics', 'Data Science', 'Big Data']"
1011,"['Neural Networks', 'AI', 'Big Data', 'SQL']"
1012,"['Neural Networks', 'Statistics', 'Big Data']"
1013,"['Statistics', 'Big Data']"
1014,"['SQL', 'Data Science', 'Neural Networks', 'Big Data']"
1015,"['Statistics', 'Neural Networks']"
1016,"['Statistics', 'Python Basics', 'Neural Networks']"
1017,"['AI', 'Web Development']"
1018,"['Statistics', 'SQL', 'Machine Learning']"
1019,"['Neural Networks', 'Python Basics', 'Machine Learning']"
1020,"['Python Basics', 'Deep Learning']"
1021,"['Statistics', 'Python Basics', 'Web Development']"
1022,"['Web Development', 'Python Basics']"
1023,"['Deep Learning', 'Data Science', 'Python Basics']"
1024,"['Neural Networks', 'SQL', 'Machine Learning']"
1025,"['AI', 'Statistics']"
1026,"['Python Basics', 'Big Data']"
1027,"['AI', 'Big Data']"
1028,"['Big Data', 'Machine Learning', 'Neural Networks']"
1029,"['Deep Learning', 'SQL', 'Big Data']"
1030,"['SQL', 'Machine Learning']"
1031,"['Big Data', 'Neural Networks']"
1032,"['Web Development', 'Data Science', 'Deep Learning']"
1033,"['SQL', 'Statistics']"
1034,"['Python Basics', 'Deep Learning', 'AI']"
1035,"['Web Development', 'Deep Learning']"
1036,"['Python Basics', 'SQL', 'AI']"
1037,"['Big Data', 'AI', 'Deep Learning']"
1038,"['Big Data', 'Machine Learning', 'Data Science']"
1039,"['Data Science', 'Python Basics', 'SQL']"
1040,"['Machine Learning', 'Python Basics', 'AI', 'Deep Learning']"
1041,"['Big Data', 'Neural Networks', 'Deep Learning']"
1042,"['Statistics', 'Machine Learning', 'Deep Learning', 'Python Basics']"
1043,"['Big Data', 'SQL']"
1044,"['Neural Networks', 'Big Data', 'Web Development']"
1045,"['Web Development', 'Data Science']"
1046,"['Python Basics', 'Machine Learning']"
1047,"['Python Basics', 'Data Science', 'Deep Learning', 'Statistics']"
1048,"['Deep Learning', 'Data Science', 'SQL', 'Big Data']"
1049,"['Big Data', 'Neural Networks', 'Web Development', 'Python Basics']"
1050,"['Web Development', 'Deep Learning', 'Big Data']"
1051,"['Statistics', 'Python Basics', 'Web Development']"
1052,"['Machine Learning', 'Web Development']"
1053,"['Deep Learning', 'Python Basics', 'Statistics', 'SQL']"
1054,"['Data Science', 'Python Basics', 'Statistics']"
1055,"['Big Data', 'Python Basics', 'Web Development', 'AI']"
1056,"['Neural Networks', 'Python Basics', 'Data Science', 'Statistics']"
1057,"['Python Basics', 'AI']"
1058,"['Neural Networks', 'Data Science']"
1059,"['Statistics', 'Deep Learning', 'Neural Networks', 'AI']"
1060,"['Web Development', 'Statistics', 'SQL']"
1061,"['Neural Networks', 'Big Data']"
1062,"['Python Basics', 'AI']"
1063,"['SQL', 'AI', 'Neural Networks', 'Statistics']"
1064,"['Statistics', 'Python Basics', 'Neural Networks']"
1065,"['Big Data', 'Data Science', 'Neural Networks', 'Web Development']"
1066,"['Machine Learning', 'Python Basics', 'Statistics']"
1067,"['AI', 'SQL']"
1068,"['Web Development', 'SQL']"
1069,"['Big Data', 'Web Development', 'Neural Networks', 'SQL']"
1070,"['Web Development', 'Python Basics', 'Neural Networks', 'AI']"
1071,"['Machine Learning', 'Web Development', 'Neural Networks']"
1072,"['Web Development', 'SQL']"
